Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,RateType,Rate,Education_Field
49,No,Travel_Rarely,Research_Development,5,Male,2,Healthcare_Representative,High,Married,6651,2,No,Excellent,20,0,3,2,HourlyRate,96,Master//Technical_Degree
49,No,Travel_Rarely,Research_Development,5,Male,2,Healthcare_Representative,High,Married,6651,2,No,Excellent,20,0,3,2,MonthlyRate,21534,Master//Technical_Degree
42,No,Travel_Frequently,Research_Development,2,Male,1,Research_Scientist,Very_High,Single,2515,5,Yes,Excellent,8,2,2,1,DailyRate,1271,Below_College//Medical
42,No,Travel_Frequently,Research_Development,2,Male,1,Research_Scientist,Very_High,Single,2515,5,Yes,Excellent,8,2,2,1,HourlyRate,35,Below_College//Medical
42,No,Travel_Frequently,Research_Development,2,Male,1,Research_Scientist,Very_High,Single,2515,5,Yes,Excellent,8,2,2,1,MonthlyRate,9068,Below_College//Medical
21,Yes,Travel_Rarely,Sales,7,Male,1,Sales_Representative,Medium,Single,2679,1,No,Excellent,1,3,1,0,DailyRate,337,Below_College//Marketing
21,Yes,Travel_Rarely,Sales,7,Male,1,Sales_Representative,Medium,Single,2679,1,No,Excellent,1,3,1,0,HourlyRate,31,Below_College//Marketing
21,Yes,Travel_Rarely,Sales,7,Male,1,Sales_Representative,Medium,Single,2679,1,No,Excellent,1,3,1,0,MonthlyRate,4567,Below_College//Marketing
36,No,Travel_Rarely,Research_Development,5,Female,3,Healthcare_Representative,Low,Married,8008,4,No,Excellent,9,6,3,2,DailyRate,711,Master//Life_Sciences
36,No,Travel_Rarely,Research_Development,5,Female,3,Healthcare_Representative,Low,Married,8008,4,No,Excellent,9,6,3,2,HourlyRate,42,Master//Life_Sciences
36,No,Travel_Rarely,Research_Development,5,Female,3,Healthcare_Representative,Low,Married,8008,4,No,Excellent,9,6,3,2,MonthlyRate,22792,Master//Life_Sciences
37,No,Non-Travel,Research_Development,5,Male,1,Laboratory_Technician,High,Single,3500,0,No,Excellent,7,2,6,5,DailyRate,1413,College//Technical_Degree
37,No,Non-Travel,Research_Development,5,Male,1,Laboratory_Technician,High,Single,3500,0,No,Excellent,7,2,6,5,HourlyRate,84,College//Technical_Degree
37,No,Non-Travel,Research_Development,5,Male,1,Laboratory_Technician,High,Single,3500,0,No,Excellent,7,2,6,5,MonthlyRate,25470,College//Technical_Degree
36,No,Travel_Rarely,Sales,1,Male,2,Sales_Executive,Very_High,Married,6201,1,Yes,Excellent,18,1,18,14,DailyRate,928,College//Life_Sciences
36,No,Travel_Rarely,Sales,1,Male,2,Sales_Executive,Very_High,Married,6201,1,Yes,Excellent,18,1,18,14,HourlyRate,56,College//Life_Sciences
36,No,Travel_Rarely,Sales,1,Male,2,Sales_Executive,Very_High,Married,6201,1,Yes,Excellent,18,1,18,14,MonthlyRate,2823,College//Life_Sciences
38,No,Travel_Rarely,Research_Development,6,Female,1,Laboratory_Technician,High,Married,3702,1,No,Excellent,5,3,5,4,DailyRate,1153,College//Other
38,No,Travel_Rarely,Research_Development,6,Female,1,Laboratory_Technician,High,Married,3702,1,No,Excellent,5,3,5,4,HourlyRate,40,College//Other
38,No,Travel_Rarely,Research_Development,6,Female,1,Laboratory_Technician,High,Married,3702,1,No,Excellent,5,3,5,4,MonthlyRate,16376,College//Other
35,No,Travel_Rarely,Sales,18,Male,2,Sales_Executive,Low,Married,5561,0,No,Excellent,6,2,5,3,DailyRate,682,Master//Medical
35,No,Travel_Rarely,Sales,18,Male,2,Sales_Executive,Low,Married,5561,0,No,Excellent,6,2,5,3,HourlyRate,71,Master//Medical
35,No,Travel_Rarely,Sales,18,Male,2,Sales_Executive,Low,Married,5561,0,No,Excellent,6,2,5,3,MonthlyRate,15975,Master//Medical
36,No,Travel_Rarely,Research_Development,14,Male,2,Healthcare_Representative,Very_High,Married,6586,0,Yes,Excellent,17,2,16,8,DailyRate,1425,Below_College//Life_Sciences
36,No,Travel_Rarely,Research_Development,14,Male,2,Healthcare_Representative,Very_High,Married,6586,0,Yes,Excellent,17,2,16,8,HourlyRate,68,Below_College//Life_Sciences
36,No,Travel_Rarely,Research_Development,14,Male,2,Healthcare_Representative,Very_High,Married,6586,0,Yes,Excellent,17,2,16,8,MonthlyRate,4821,Below_College//Life_Sciences
40,No,Travel_Rarely,Research_Development,20,Male,3,Healthcare_Representative,Very_High,Married,10322,4,No,Outstanding,14,6,11,10,DailyRate,1492,Master//Technical_Degree
40,No,Travel_Rarely,Research_Development,20,Male,3,Healthcare_Representative,Very_High,Married,10322,4,No,Outstanding,14,6,11,10,HourlyRate,61,Master//Technical_Degree
40,No,Travel_Rarely,Research_Development,20,Male,3,Healthcare_Representative,Very_High,Married,10322,4,No,Outstanding,14,6,11,10,MonthlyRate,26542,Master//Technical_Degree
30,No,Travel_Rarely,Research_Development,2,Male,2,Healthcare_Representative,Very_High,Married,4152,1,No,Excellent,11,3,11,10,DailyRate,288,Bachelor//Life_Sciences
30,No,Travel_Rarely,Research_Development,2,Male,2,Healthcare_Representative,Very_High,Married,4152,1,No,Excellent,11,3,11,10,HourlyRate,99,Bachelor//Life_Sciences
30,No,Travel_Rarely,Research_Development,2,Male,2,Healthcare_Representative,Very_High,Married,4152,1,No,Excellent,11,3,11,10,MonthlyRate,15830,Bachelor//Life_Sciences
37,Yes,Travel_Rarely,Human_Resources,6,Male,1,Human_Resources,Low,Divorced,2073,4,Yes,Outstanding,7,3,3,2,DailyRate,807,Master//Human_Resources
37,Yes,Travel_Rarely,Human_Resources,6,Male,1,Human_Resources,Low,Divorced,2073,4,Yes,Outstanding,7,3,3,2,HourlyRate,63,Master//Human_Resources
37,Yes,Travel_Rarely,Human_Resources,6,Male,1,Human_Resources,Low,Divorced,2073,4,Yes,Outstanding,7,3,3,2,MonthlyRate,23648,Master//Human_Resources
35,No,Travel_Frequently,Research_Development,4,Male,1,Laboratory_Technician,Very_High,Married,2376,1,No,Excellent,2,2,2,2,DailyRate,636,Master//Other
35,No,Travel_Frequently,Research_Development,4,Male,1,Laboratory_Technician,Very_High,Married,2376,1,No,Excellent,2,2,2,2,HourlyRate,47,Master//Other
35,No,Travel_Frequently,Research_Development,4,Male,1,Laboratory_Technician,Very_High,Married,2376,1,No,Excellent,2,2,2,2,MonthlyRate,26537,Master//Other
38,No,Travel_Rarely,Research_Development,10,Female,3,Research_Director,High,Married,13206,3,No,Excellent,20,3,18,16,DailyRate,201,Bachelor//Medical
38,No,Travel_Rarely,Research_Development,10,Female,3,Research_Director,High,Married,13206,3,No,Excellent,20,3,18,16,HourlyRate,99,Bachelor//Medical
38,No,Travel_Rarely,Research_Development,10,Female,3,Research_Director,High,Married,13206,3,No,Excellent,20,3,18,16,MonthlyRate,3376,Bachelor//Medical
33,Yes,Travel_Frequently,Research_Development,29,Female,2,Research_Scientist,High,Single,4508,1,No,Outstanding,14,4,13,7,DailyRate,827,Master//Medical
33,Yes,Travel_Frequently,Research_Development,29,Female,2,Research_Scientist,High,Single,4508,1,No,Outstanding,14,4,13,7,HourlyRate,54,Master//Medical
33,Yes,Travel_Frequently,Research_Development,29,Female,2,Research_Scientist,High,Single,4508,1,No,Outstanding,14,4,13,7,MonthlyRate,3129,Master//Medical
27,No,Travel_Rarely,Sales,23,Female,2,Sales_Representative,High,Married,3540,1,No,Outstanding,9,5,9,8,DailyRate,728,Below_College//Medical
27,No,Travel_Rarely,Sales,23,Female,2,Sales_Representative,High,Married,3540,1,No,Outstanding,9,5,9,8,HourlyRate,36,Below_College//Medical
27,No,Travel_Rarely,Sales,23,Female,2,Sales_Representative,High,Married,3540,1,No,Outstanding,9,5,9,8,MonthlyRate,7018,Below_College//Medical
50,No,Travel_Rarely,Research_Development,28,Male,1,Laboratory_Technician,High,Married,3221,1,Yes,Excellent,20,3,20,8,DailyRate,1207,Below_College//Medical
50,No,Travel_Rarely,Research_Development,28,Male,1,Laboratory_Technician,High,Married,3221,1,Yes,Excellent,20,3,20,8,HourlyRate,74,Below_College//Medical
50,No,Travel_Rarely,Research_Development,28,Male,1,Laboratory_Technician,High,Married,3221,1,Yes,Excellent,20,3,20,8,MonthlyRate,3297,Below_College//Medical
48,No,Travel_Rarely,Sales,2,Male,2,Sales_Executive,Medium,Married,8120,3,No,Excellent,12,3,2,2,DailyRate,817,Below_College//Marketing
48,No,Travel_Rarely,Sales,2,Male,2,Sales_Executive,Medium,Married,8120,3,No,Excellent,12,3,2,2,HourlyRate,56,Below_College//Marketing
48,No,Travel_Rarely,Sales,2,Male,2,Sales_Executive,Medium,Married,8120,3,No,Excellent,12,3,2,2,MonthlyRate,18597,Below_College//Marketing
22,Yes,Travel_Rarely,Research_Development,3,Female,2,Manufacturing_Director,High,Married,4171,0,Yes,Excellent,4,3,3,2,DailyRate,617,Below_College//Life_Sciences
22,Yes,Travel_Rarely,Research_Development,3,Female,2,Manufacturing_Director,High,Married,4171,0,Yes,Excellent,4,3,3,2,HourlyRate,34,Below_College//Life_Sciences
22,Yes,Travel_Rarely,Research_Development,3,Female,2,Manufacturing_Director,High,Married,4171,0,Yes,Excellent,4,3,3,2,MonthlyRate,10022,Below_College//Life_Sciences
41,No,Travel_Rarely,Research_Development,5,Male,2,Healthcare_Representative,Medium,Single,6870,3,No,Excellent,11,3,3,2,DailyRate,447,Bachelor//Life_Sciences
41,No,Travel_Rarely,Research_Development,5,Male,2,Healthcare_Representative,Medium,Single,6870,3,No,Excellent,11,3,3,2,HourlyRate,85,Bachelor//Life_Sciences
41,No,Travel_Rarely,Research_Development,5,Male,2,Healthcare_Representative,Medium,Single,6870,3,No,Excellent,11,3,3,2,MonthlyRate,15530,Bachelor//Life_Sciences
33,Yes,Travel_Rarely,Research_Development,10,Male,1,Laboratory_Technician,Very_High,Divorced,3408,7,No,Excellent,8,2,4,3,DailyRate,587,Below_College//Medical
33,Yes,Travel_Rarely,Research_Development,10,Male,1,Laboratory_Technician,Very_High,Divorced,3408,7,No,Excellent,8,2,4,3,HourlyRate,38,Below_College//Medical
33,Yes,Travel_Rarely,Research_Development,10,Male,1,Laboratory_Technician,Very_High,Divorced,3408,7,No,Excellent,8,2,4,3,MonthlyRate,6705,Below_College//Medical
41,No,Non-Travel,Research_Development,2,Female,2,Healthcare_Representative,High,Single,6811,2,Yes,Excellent,10,3,8,7,DailyRate,509,Master//Other
41,No,Non-Travel,Research_Development,2,Female,2,Healthcare_Representative,High,Single,6811,2,Yes,Excellent,10,3,8,7,HourlyRate,62,Master//Other
41,No,Non-Travel,Research_Development,2,Female,2,Healthcare_Representative,High,Single,6811,2,Yes,Excellent,10,3,8,7,MonthlyRate,2112,Master//Other
50,No,Travel_Rarely,Research_Development,2,Male,5,Research_Director,High,Married,19237,2,Yes,Excellent,29,2,8,1,DailyRate,1464,Master//Medical
50,No,Travel_Rarely,Research_Development,2,Male,5,Research_Director,High,Married,19237,2,Yes,Excellent,29,2,8,1,HourlyRate,62,Master//Medical
50,No,Travel_Rarely,Research_Development,2,Male,5,Research_Director,High,Married,19237,2,Yes,Excellent,29,2,8,1,MonthlyRate,12853,Master//Medical
25,Yes,Travel_Rarely,Research_Development,4,Male,1,Laboratory_Technician,Very_High,Married,3691,1,Yes,Excellent,7,3,7,7,DailyRate,1219,Below_College//Technical_Degree
25,Yes,Travel_Rarely,Research_Development,4,Male,1,Laboratory_Technician,Very_High,Married,3691,1,Yes,Excellent,7,3,7,7,HourlyRate,32,Below_College//Technical_Degree
25,Yes,Travel_Rarely,Research_Development,4,Male,1,Laboratory_Technician,Very_High,Married,3691,1,Yes,Excellent,7,3,7,7,MonthlyRate,4605,Below_College//Technical_Degree
40,No,Non-Travel,Research_Development,9,Male,2,Laboratory_Technician,High,Divorced,3975,3,No,Excellent,11,2,8,7,DailyRate,663,Master//Other
40,No,Non-Travel,Research_Development,9,Male,2,Laboratory_Technician,High,Divorced,3975,3,No,Excellent,11,2,8,7,HourlyRate,81,Master//Other
40,No,Non-Travel,Research_Development,9,Male,2,Laboratory_Technician,High,Divorced,3975,3,No,Excellent,11,2,8,7,MonthlyRate,23099,Master//Other
36,No,Travel_Rarely,Sales,16,Female,2,Sales_Executive,Low,Married,5647,4,No,Excellent,11,3,3,2,DailyRate,329,Master//Marketing
36,No,Travel_Rarely,Sales,16,Female,2,Sales_Executive,Low,Married,5647,4,No,Excellent,11,3,3,2,HourlyRate,98,Master//Marketing
36,No,Travel_Rarely,Sales,16,Female,2,Sales_Executive,Low,Married,5647,4,No,Excellent,11,3,3,2,MonthlyRate,13494,Master//Marketing
46,No,Travel_Rarely,Human_Resources,5,Male,2,Human_Resources,Medium,Divorced,5021,8,Yes,Outstanding,16,2,4,2,DailyRate,945,College//Medical
46,No,Travel_Rarely,Human_Resources,5,Male,2,Human_Resources,Medium,Divorced,5021,8,Yes,Outstanding,16,2,4,2,HourlyRate,80,College//Medical
46,No,Travel_Rarely,Human_Resources,5,Male,2,Human_Resources,Medium,Divorced,5021,8,Yes,Outstanding,16,2,4,2,MonthlyRate,10425,College//Medical
30,Yes,Travel_Rarely,Sales,1,Male,2,Sales_Executive,Low,Married,9714,1,No,Excellent,10,4,10,8,DailyRate,740,Bachelor//Life_Sciences
30,Yes,Travel_Rarely,Sales,1,Male,2,Sales_Executive,Low,Married,9714,1,No,Excellent,10,4,10,8,HourlyRate,64,Bachelor//Life_Sciences
30,Yes,Travel_Rarely,Sales,1,Male,2,Sales_Executive,Low,Married,9714,1,No,Excellent,10,4,10,8,MonthlyRate,5323,Bachelor//Life_Sciences
35,No,Travel_Rarely,Sales,28,Female,1,Sales_Representative,High,Married,2430,0,No,Outstanding,6,5,5,3,DailyRate,1402,Master//Life_Sciences
35,No,Travel_Rarely,Sales,28,Female,1,Sales_Representative,High,Married,2430,0,No,Outstanding,6,5,5,3,HourlyRate,98,Master//Life_Sciences
35,No,Travel_Rarely,Sales,28,Female,1,Sales_Representative,High,Married,2430,0,No,Outstanding,6,5,5,3,MonthlyRate,26204,Master//Life_Sciences
42,No,Non-Travel,Human_Resources,2,Male,2,Human_Resources,Low,Married,6272,7,No,Excellent,10,3,4,3,DailyRate,179,Doctor//Medical
42,No,Non-Travel,Human_Resources,2,Male,2,Human_Resources,Low,Married,6272,7,No,Excellent,10,3,4,3,HourlyRate,79,Doctor//Medical
42,No,Non-Travel,Human_Resources,2,Male,2,Human_Resources,Low,Married,6272,7,No,Excellent,10,3,4,3,MonthlyRate,12858,Doctor//Medical
40,No,Travel_Rarely,Sales,26,Male,2,Sales_Executive,Low,Married,8396,1,No,Excellent,8,3,7,7,DailyRate,300,Bachelor//Marketing
40,No,Travel_Rarely,Sales,26,Male,2,Sales_Executive,Low,Married,8396,1,No,Excellent,8,3,7,7,HourlyRate,74,Bachelor//Marketing
40,No,Travel_Rarely,Sales,26,Male,2,Sales_Executive,Low,Married,8396,1,No,Excellent,8,3,7,7,MonthlyRate,22217,Bachelor//Marketing
38,No,Travel_Rarely,Human_Resources,1,Male,1,Human_Resources,High,Married,2844,1,No,Excellent,7,2,7,6,DailyRate,433,Bachelor//Human_Resources
38,No,Travel_Rarely,Human_Resources,1,Male,1,Human_Resources,High,Married,2844,1,No,Excellent,7,2,7,6,HourlyRate,37,Bachelor//Human_Resources
38,No,Travel_Rarely,Human_Resources,1,Male,1,Human_Resources,High,Married,2844,1,No,Excellent,7,2,7,6,MonthlyRate,6004,Bachelor//Human_Resources
27,No,Travel_Rarely,Research_Development,4,Male,2,Manufacturing_Director,Medium,Married,6142,1,Yes,Outstanding,6,0,6,2,DailyRate,155,Bachelor//Life_Sciences
27,No,Travel_Rarely,Research_Development,4,Male,2,Manufacturing_Director,Medium,Married,6142,1,Yes,Outstanding,6,0,6,2,HourlyRate,87,Bachelor//Life_Sciences
27,No,Travel_Rarely,Research_Development,4,Male,2,Manufacturing_Director,Medium,Married,6142,1,Yes,Outstanding,6,0,6,2,MonthlyRate,5174,Bachelor//Life_Sciences
35,No,Non-Travel,Research_Development,2,Female,2,Healthcare_Representative,Low,Divorced,5093,2,No,Excellent,16,2,1,0,DailyRate,1225,Master//Life_Sciences
35,No,Non-Travel,Research_Development,2,Female,2,Healthcare_Representative,Low,Divorced,5093,2,No,Excellent,16,2,1,0,HourlyRate,61,Master//Life_Sciences
35,No,Non-Travel,Research_Development,2,Female,2,Healthcare_Representative,Low,Divorced,5093,2,No,Excellent,16,2,1,0,MonthlyRate,4761,Master//Life_Sciences
46,Yes,Travel_Rarely,Sales,9,Male,3,Sales_Executive,Very_High,Single,9619,1,No,Excellent,9,3,9,8,DailyRate,669,College//Medical
46,Yes,Travel_Rarely,Sales,9,Male,3,Sales_Executive,Very_High,Single,9619,1,No,Excellent,9,3,9,8,HourlyRate,64,College//Medical
46,Yes,Travel_Rarely,Sales,9,Male,3,Sales_Executive,Very_High,Single,9619,1,No,Excellent,9,3,9,8,MonthlyRate,13596,College//Medical
42,No,Travel_Rarely,Research_Development,13,Male,2,Healthcare_Representative,Low,Married,5538,5,No,Excellent,10,2,0,0,DailyRate,1128,Bachelor//Medical
42,No,Travel_Rarely,Research_Development,13,Male,2,Healthcare_Representative,Low,Married,5538,5,No,Excellent,10,2,0,0,HourlyRate,95,Bachelor//Medical
42,No,Travel_Rarely,Research_Development,13,Male,2,Healthcare_Representative,Low,Married,5538,5,No,Excellent,10,2,0,0,MonthlyRate,5696,Bachelor//Medical
32,No,Travel_Frequently,Research_Development,7,Male,1,Laboratory_Technician,Medium,Married,2794,1,No,Outstanding,5,3,5,1,DailyRate,1311,Bachelor//Life_Sciences
32,No,Travel_Frequently,Research_Development,7,Male,1,Laboratory_Technician,Medium,Married,2794,1,No,Outstanding,5,3,5,1,HourlyRate,100,Bachelor//Life_Sciences
32,No,Travel_Frequently,Research_Development,7,Male,1,Laboratory_Technician,Medium,Married,2794,1,No,Outstanding,5,3,5,1,MonthlyRate,26062,Bachelor//Life_Sciences
37,No,Non-Travel,Research_Development,25,Female,2,Research_Scientist,High,Married,4449,3,Yes,Excellent,15,2,13,11,DailyRate,1063,Doctor//Medical
37,No,Non-Travel,Research_Development,25,Female,2,Research_Scientist,High,Married,4449,3,Yes,Excellent,15,2,13,11,HourlyRate,72,Doctor//Medical
37,No,Non-Travel,Research_Development,25,Female,2,Research_Scientist,High,Married,4449,3,Yes,Excellent,15,2,13,11,MonthlyRate,23866,Doctor//Medical
27,No,Travel_Rarely,Research_Development,3,Male,1,Research_Scientist,Very_High,Single,2045,0,No,Excellent,5,0,4,2,DailyRate,1115,Master//Medical
27,No,Travel_Rarely,Research_Development,3,Male,1,Research_Scientist,Very_High,Single,2045,0,No,Excellent,5,0,4,2,HourlyRate,54,Master//Medical
27,No,Travel_Rarely,Research_Development,3,Male,1,Research_Scientist,Very_High,Single,2045,0,No,Excellent,5,0,4,2,MonthlyRate,15174,Master//Medical
52,No,Travel_Rarely,Research_Development,1,Male,4,Manager,Very_High,Married,17099,2,No,Excellent,26,2,9,8,DailyRate,1053,College//Life_Sciences
52,No,Travel_Rarely,Research_Development,1,Male,4,Manager,Very_High,Married,17099,2,No,Excellent,26,2,9,8,HourlyRate,70,College//Life_Sciences
52,No,Travel_Rarely,Research_Development,1,Male,4,Manager,Very_High,Married,17099,2,No,Excellent,26,2,9,8,MonthlyRate,13829,College//Life_Sciences
32,No,Travel_Rarely,Sales,7,Male,2,Sales_Executive,Very_High,Married,9204,4,No,Excellent,7,3,4,3,DailyRate,601,Doctor//Marketing
32,No,Travel_Rarely,Sales,7,Male,2,Sales_Executive,Very_High,Married,9204,4,No,Excellent,7,3,4,3,HourlyRate,97,Doctor//Marketing
32,No,Travel_Rarely,Sales,7,Male,2,Sales_Executive,Very_High,Married,9204,4,No,Excellent,7,3,4,3,MonthlyRate,23343,Doctor//Marketing
47,No,Travel_Frequently,Sales,4,Male,2,Sales_Representative,High,Single,2976,3,No,Excellent,5,3,0,0,DailyRate,1309,Below_College//Medical
47,No,Travel_Frequently,Sales,4,Male,2,Sales_Representative,High,Single,2976,3,No,Excellent,5,3,0,0,HourlyRate,99,Below_College//Medical
47,No,Travel_Frequently,Sales,4,Male,2,Sales_Representative,High,Single,2976,3,No,Excellent,5,3,0,0,MonthlyRate,25751,Below_College//Medical
27,No,Non-Travel,Research_Development,3,Male,1,Research_Scientist,High,Divorced,2566,1,Yes,Excellent,1,2,1,1,DailyRate,1450,Bachelor//Medical
27,No,Non-Travel,Research_Development,3,Male,1,Research_Scientist,High,Divorced,2566,1,Yes,Excellent,1,2,1,1,HourlyRate,79,Bachelor//Medical
27,No,Non-Travel,Research_Development,3,Male,1,Research_Scientist,High,Divorced,2566,1,Yes,Excellent,1,2,1,1,MonthlyRate,25326,Bachelor//Medical
31,Yes,Travel_Frequently,Research_Development,29,Male,1,Laboratory_Technician,Medium,Single,3479,0,No,Excellent,6,2,5,4,DailyRate,307,College//Medical
31,Yes,Travel_Frequently,Research_Development,29,Male,1,Laboratory_Technician,Medium,Single,3479,0,No,Excellent,6,2,5,4,HourlyRate,71,College//Medical
31,Yes,Travel_Frequently,Research_Development,29,Male,1,Laboratory_Technician,Medium,Single,3479,0,No,Excellent,6,2,5,4,MonthlyRate,11652,College//Medical
26,No,Travel_Rarely,Sales,28,Male,2,Sales_Executive,Medium,Married,6272,1,No,Outstanding,6,5,5,3,DailyRate,703,College//Marketing
26,No,Travel_Rarely,Sales,28,Male,2,Sales_Executive,Medium,Married,6272,1,No,Outstanding,6,5,5,3,HourlyRate,66,College//Marketing
26,No,Travel_Rarely,Sales,28,Male,2,Sales_Executive,Medium,Married,6272,1,No,Outstanding,6,5,5,3,MonthlyRate,7428,College//Marketing
40,No,Travel_Rarely,Research_Development,2,Female,1,Research_Scientist,High,Married,2001,2,No,Excellent,20,2,5,3,DailyRate,1194,Master//Medical
40,No,Travel_Rarely,Research_Development,2,Female,1,Research_Scientist,High,Married,2001,2,No,Excellent,20,2,5,3,HourlyRate,98,Master//Medical
40,No,Travel_Rarely,Research_Development,2,Female,1,Research_Scientist,High,Married,2001,2,No,Excellent,20,2,5,3,MonthlyRate,12549,Master//Medical
32,No,Travel_Frequently,Sales,8,Female,3,Sales_Executive,Very_High,Single,8998,1,No,Excellent,9,2,9,8,DailyRate,967,Bachelor//Marketing
32,No,Travel_Frequently,Sales,8,Female,3,Sales_Executive,Very_High,Single,8998,1,No,Excellent,9,2,9,8,HourlyRate,43,Bachelor//Marketing
32,No,Travel_Frequently,Sales,8,Female,3,Sales_Executive,Very_High,Single,8998,1,No,Excellent,9,2,9,8,MonthlyRate,15589,Bachelor//Marketing
28,No,Travel_Rarely,Research_Development,27,Female,2,Manufacturing_Director,Low,Divorced,4877,0,No,Outstanding,6,5,5,3,DailyRate,580,Bachelor//Medical
28,No,Travel_Rarely,Research_Development,27,Female,2,Manufacturing_Director,Low,Divorced,4877,0,No,Outstanding,6,5,5,3,HourlyRate,39,Bachelor//Medical
28,No,Travel_Rarely,Research_Development,27,Female,2,Manufacturing_Director,Low,Divorced,4877,0,No,Outstanding,6,5,5,3,MonthlyRate,20460,Bachelor//Medical
29,Yes,Travel_Frequently,Sales,13,Female,2,Sales_Executive,Medium,Single,5765,5,No,Excellent,7,4,5,3,DailyRate,115,Bachelor//Technical_Degree
29,Yes,Travel_Frequently,Sales,13,Female,2,Sales_Executive,Medium,Single,5765,5,No,Excellent,7,4,5,3,HourlyRate,51,Bachelor//Technical_Degree
29,Yes,Travel_Frequently,Sales,13,Female,2,Sales_Executive,Medium,Single,5765,5,No,Excellent,7,4,5,3,MonthlyRate,17485,Bachelor//Technical_Degree
18,Yes,Travel_Rarely,Research_Development,3,Male,1,Laboratory_Technician,High,Single,1420,1,No,Excellent,0,2,0,0,DailyRate,230,Bachelor//Life_Sciences
18,Yes,Travel_Rarely,Research_Development,3,Male,1,Laboratory_Technician,High,Single,1420,1,No,Excellent,0,2,0,0,HourlyRate,54,Bachelor//Life_Sciences
18,Yes,Travel_Rarely,Research_Development,3,Male,1,Laboratory_Technician,High,Single,1420,1,No,Excellent,0,2,0,0,MonthlyRate,25233,Bachelor//Life_Sciences
53,No,Travel_Rarely,Sales,2,Male,4,Manager,High,Divorced,14852,6,No,Excellent,22,3,17,13,DailyRate,1376,College//Medical
53,No,Travel_Rarely,Sales,2,Male,4,Manager,High,Divorced,14852,6,No,Excellent,22,3,17,13,HourlyRate,45,College//Medical
53,No,Travel_Rarely,Sales,2,Male,4,Manager,High,Divorced,14852,6,No,Excellent,22,3,17,13,MonthlyRate,13938,College//Medical
25,Yes,Travel_Rarely,Sales,9,Male,1,Sales_Representative,Low,Married,4400,3,No,Excellent,6,2,3,2,DailyRate,383,College//Life_Sciences
25,Yes,Travel_Rarely,Sales,9,Male,1,Sales_Representative,Low,Married,4400,3,No,Excellent,6,2,3,2,HourlyRate,68,College//Life_Sciences
25,Yes,Travel_Rarely,Sales,9,Male,1,Sales_Representative,Low,Married,4400,3,No,Excellent,6,2,3,2,MonthlyRate,15182,College//Life_Sciences
54,No,Travel_Rarely,Sales,3,Female,2,Sales_Executive,Low,Married,5940,2,No,Excellent,16,4,6,2,DailyRate,1147,Bachelor//Marketing
54,No,Travel_Rarely,Sales,3,Female,2,Sales_Executive,Low,Married,5940,2,No,Excellent,16,4,6,2,HourlyRate,52,Bachelor//Marketing
54,No,Travel_Rarely,Sales,3,Female,2,Sales_Executive,Low,Married,5940,2,No,Excellent,16,4,6,2,MonthlyRate,17011,Bachelor//Marketing
48,Yes,Travel_Rarely,Research_Development,1,Male,3,Laboratory_Technician,High,Single,5381,9,Yes,Excellent,23,2,1,0,DailyRate,626,College//Life_Sciences
48,Yes,Travel_Rarely,Research_Development,1,Male,3,Laboratory_Technician,High,Single,5381,9,Yes,Excellent,23,2,1,0,HourlyRate,98,College//Life_Sciences
48,Yes,Travel_Rarely,Research_Development,1,Male,3,Laboratory_Technician,High,Single,5381,9,Yes,Excellent,23,2,1,0,MonthlyRate,19294,College//Life_Sciences
33,No,Travel_Rarely,Research_Development,21,Male,1,Laboratory_Technician,Medium,Married,2028,1,No,Excellent,14,6,14,11,DailyRate,267,Bachelor//Medical
33,No,Travel_Rarely,Research_Development,21,Male,1,Laboratory_Technician,Medium,Married,2028,1,No,Excellent,14,6,14,11,HourlyRate,79,Bachelor//Medical
33,No,Travel_Rarely,Research_Development,21,Male,1,Laboratory_Technician,Medium,Married,2028,1,No,Excellent,14,6,14,11,MonthlyRate,13637,Bachelor//Medical
38,No,Travel_Rarely,Sales,2,Male,3,Sales_Executive,Medium,Single,7351,7,No,Excellent,10,2,1,0,DailyRate,130,College//Marketing
38,No,Travel_Rarely,Sales,2,Male,3,Sales_Executive,Medium,Single,7351,7,No,Excellent,10,2,1,0,HourlyRate,32,College//Marketing
38,No,Travel_Rarely,Sales,2,Male,3,Sales_Executive,Medium,Single,7351,7,No,Excellent,10,2,1,0,MonthlyRate,20619,College//Marketing
30,No,Non-Travel,Sales,22,Female,3,Sales_Executive,Low,Married,8412,0,No,Excellent,10,3,9,8,DailyRate,1398,Master//Other
30,No,Non-Travel,Sales,22,Female,3,Sales_Executive,Low,Married,8412,0,No,Excellent,10,3,9,8,HourlyRate,69,Master//Other
30,No,Non-Travel,Sales,22,Female,3,Sales_Executive,Low,Married,8412,0,No,Excellent,10,3,9,8,MonthlyRate,2890,Master//Other
32,No,Non-Travel,Research_Development,5,Male,1,Research_Scientist,Medium,Single,2718,2,No,Excellent,12,3,7,7,DailyRate,953,Master//Technical_Degree
32,No,Non-Travel,Research_Development,5,Male,1,Research_Scientist,Medium,Single,2718,2,No,Excellent,12,3,7,7,HourlyRate,65,Master//Technical_Degree
